"","Year","Genus","Export.region","Exporter.reported.quantity","Purpose","Source"
"10001",2013,"Erythrocebus","Asia",10,"B","W"
"10004",2013,"Erythrocebus","Africa",40,"","W"
"10006",2013,"Erythrocebus","Asia",12,"T","C"
"10011",2013,"Lophocebus","Asia",10,"B","W"
"10012",2013,"Lophocebus","Asia",10,"B","C"
"10013",2013,"Lophocebus","Africa",NA,"T","W"
"10014",2013,"Lophocebus","Africa",NA,"Z","W"
"10016",2013,"Lophocebus","Asia",8,"T","C"
"10017",2013,"Lophocebus","Asia",2,"T","W"
"10018",2013,"Lophocebus","Africa",NA,"T","W"
"10020",2013,"Lophocebus","Africa",NA,"T","W"
"10021",2013,"Lophocebus","Africa",10,"T","W"
"10022",2013,"Lophocebus","Africa",NA,"Z","W"
"10037",2013,"Macaca","Asia",4,"P","F"
"10079",2013,"Macaca","Asia",264,"T","C"
"10089",2013,"Macaca","Asia",88,"T","C"
"10099",2013,"Macaca","Africa",252,"M","F"
"10262",2013,"Macaca","Africa",792,"M","F"
"10299",2013,"Macaca","Asia",NA,"M","C"
"10300",2013,"Macaca","Asia",278,"T","C"
"10319",2013,"Macaca","Africa",811,"M","F"
"10321",2013,"Macaca","Asia",108,"T","C"
"10341",2013,"Macaca","Asia",876,"T","C"
"10346",2013,"Macaca","Africa",60,"M","F"
"10347",2013,"Macaca","Africa",856,"M","F"
"10349",2013,"Macaca","Asia",25,"M","C"
"10378",2013,"Macaca","Asia",25,"T","C"
"10379",2013,"Macaca","Asia",406,"T","C"
"10397",2013,"Macaca","Africa",213,"M","C"
"10398",2013,"Macaca","Africa",1322,"M","F"
"10425",2013,"Macaca","Asia",NA,"M","C"
"10426",2013,"Macaca","Asia",400,"T","C"
"10482",2013,"Macaca","Asia",910,"T","C"
"10495",2013,"Macaca","Asia",212,"T","F"
"10499",2013,"Macaca","Asia",3167,"T","F"
"10502",2013,"Macaca","Asia",745,"M","C"
"10532",2013,"Macaca","Asia",864,"T","F"
"10533",2013,"Macaca","Asia",850,"T","C"
"10534",2013,"Macaca","Asia",NA,"M","C"
"10535",2013,"Macaca","Asia",30,"T","C"
"10546",2013,"Macaca","Asia",NA,"M","F"
"10547",2013,"Macaca","Asia",116,"T","F"
"10559",2013,"Macaca","Asia",116,"T","F"
"10560",2013,"Macaca","Asia",NA,"M","C"
"10561",2013,"Macaca","Asia",178,"T","C"
"10567",2013,"Macaca","Asia",500,"B","C"
"10575",2013,"Macaca","Africa",NA,"S","F"
"10576",2013,"Macaca","Africa",114,"M","F"
"10589",2013,"Macaca","Asia",4,"T","C"
"10590",2013,"Macaca","Asia",NA,"","C"
"10597",2013,"Macaca","Asia",NA,"M","C"
"10668",2013,"Macaca","Asia",1,"Q","C"
"10683",2013,"Macaca","Asia",116,"M","F"
"10684",2013,"Macaca","Asia",NA,"S","F"
"10685",2013,"Macaca","Asia",236,"T","F"
"10691",2013,"Macaca","Asia",NA,"M","F"
"10692",2013,"Macaca","Asia",156,"T","F"
"10693",2013,"Macaca","Africa",34,"M","F"
"10704",2013,"Macaca","Asia",NA,"S","C"
"10705",2013,"Macaca","Asia",281,"T","C"
"10718",2013,"Macaca","Asia",1,"Q","C"
"10807",2013,"Macaca","Asia",NA,"M","C"
"10808",2013,"Macaca","Asia",NA,"M","F"
"10809",2013,"Macaca","Asia",180,"S","C"
"10810",2013,"Macaca","Asia",NA,"S","W"
"10811",2013,"Macaca","Asia",12437,"T","C"
"10928",2013,"Macaca","Asia",NA,"S","F"
"10929",2013,"Macaca","Asia",3600,"T","F"
"10944",2013,"Macaca","Africa",NA,"M","C"
"10945",2013,"Macaca","Africa",2182,"M","F"
"10946",2013,"Macaca","Africa",174,"M","W"
"10947",2013,"Macaca","Africa",NA,"T","F"
"10948",2013,"Macaca","Africa",106,"T","W"
"10992",2013,"Macaca","Asia",240,"T","F"
"10994",2013,"Macaca","Asia",NA,"M","C"
"10995",2013,"Macaca","Asia",1920,"T","C"
"10996",2013,"Macaca","Asia",120,"Z","C"
"11004",2013,"Macaca","Africa",NA,"T","C"
"11014",2013,"Macaca","Asia",5,"Z","C"
"11015",2013,"Macaca","Asia",5,"Z","F"
"11016",2013,"Macaca","Asia",2,"Z","I"
"11017",2013,"Macaca","Asia",NA,"Z","U"
"11026",2013,"Macaca","Asia",4,"Q","C"
"11027",2013,"Macaca","Asia",1,"Q","C"
"11029",2013,"Macaca","Asia",4,"Z","F"
"11030",2013,"Macaca","Asia",1,"Q","C"
"11055",2013,"Macaca","Asia",162,"T","C"
"11094",2013,"Macaca","Asia",120,"T","C"
"11132",2013,"Macaca","Asia",50,"T","C"
"11143",2013,"Macaca","Asia",NA,"M","C"
"11144",2013,"Macaca","Asia",42,"T","C"
"11148",2013,"Macaca","Asia",2,"Q","C"
"11150",2013,"Macaca","Asia",1,"Q","C"
"11161",2013,"Macaca","Asia",1,"Q","C"
"11162",2013,"Macaca","Asia",1,"Q","C"
"11170",2013,"Macaca","Asia",1,"Q","C"
"11201",2013,"Macaca","Asia",NA,"M","C"
"11202",2013,"Macaca","Asia",NA,"S","C"
"11203",2013,"Macaca","Asia",1723,"T","C"
"11223",2013,"Macaca","Africa",NA,"T","C"
"11240",2013,"Macaca","Asia",1,"Q","C"
"11241",2013,"Macaca","Asia",1,"Q","C"
"11243",2013,"Macaca","Asia",1,"Q","C"
"11248",2013,"Macaca","Asia",1,"Q","C"
"11249",2013,"Macaca","Asia",1,"Q","C"
"11268",2013,"Miopithecus","Africa",10,"T","W"
"11269",2013,"Miopithecus","Africa",NA,"Z","W"
"11448",2013,"Papio","Asia",2,"Z","C"
"11449",2013,"Papio","Asia",5,"Z","C"
"11536",2013,"Papio","Africa",2,"","W"
"11653",2013,"Papio","Africa",4,"Z","C"
"11723",2013,"Papio","Africa",2,"","W"
"11777",2013,"Galago","Africa",6,"T","W"
"11780",2013,"Galago","Africa",6,"T","W"
"11785",2013,"Perodicticus","Africa",4,"T","W"
"11786",2013,"Perodicticus","Africa",20,"T","W"
"11787",2013,"Perodicticus","Africa",8,"T","W"
"11794",2013,"Chiropotes","Africa",2,"Z","C"
"11808",2013,"Tarsius","Asia",3,"T","C"
"11809",2013,"Tarsius","Asia",NA,"Z","C"
"11846",2014,"Callithrix","Africa",30,"T","C"
"11847",2014,"Callithrix","Africa",10,"T","C"
"11856",2014,"Leontopithecus","Asia",2,"Z","C"
"11866",2014,"Leontopithecus","Asia",1,"Z","C"
"11875",2014,"Saguinus","Africa",2,"P","C"
"11881",2014,"Saguinus","Africa",NA,"T","C"
"11882",2014,"Saguinus","Africa",4,"Z","C"
"11904",2014,"Macaca","Asia",5,"Z","C"
"11966",2014,"Daubentonia","Asia",1,"S","F"
"11991",2014,"Pan","America",NA,"Z","C"
"11992",2014,"Pan","Asia",1,"Z","U"
"12028",2014,"Pan","Asia",NA,"Z","C"
"12029",2014,"Pan","Asia",NA,"Q","C"
"12052",2014,"Pan","Asia",1,"Q","U"
"12053",2014,"Pan","Asia",NA,"Z","F"
"12059",2014,"Pongo","Asia",NA,"Q","C"
"12060",2014,"Pongo","Asia",1,"Q","W"
"12078",2014,"Symphalangus","Asia",1,"Z","C"
"12100",2014,"Eulemur","Asia",NA,"Z","C"
"12102",2014,"Eulemur","Asia",1,"Z","C"
"12106",2014,"Lemur","Asia",11,"Z","C"
"12140",2014,"Lemur","Asia",4,"Z","C"
"12146",2014,"Lemur","Asia",5,"Z","C"
"12150",2014,"Lemur","Asia",NA,"Z","C"
"12171",2014,"Varecia","Asia",1,"Z","F"
"12173",2014,"Varecia","Africa",NA,"Z","C"
"12278",2014,"Callithrix","Africa",78,"T","C"
"12279",2014,"Callithrix","Africa",42,"T","C"
"12280",2014,"Callithrix","Africa",2,"P","C"
"12289",2014,"Callithrix","Africa",90,"B","C"
"12300",2014,"Callithrix","Africa",20,"T","C"
"12301",2014,"Callithrix","Africa",28,"T","C"
"12302",2014,"Callithrix","Africa",50,"T","C"
"12307",2014,"Callithrix","Asia",22,"M","C"
"12310",2014,"Callithrix","Africa",2,"B","C"
"12311",2014,"Callithrix","Africa",30,"T","C"
"12313",2014,"Callithrix","Africa",10,"B","C"
"12314",2014,"Callithrix","Africa",10,"T","C"
"12315",2014,"Callithrix","Africa",90,"T","C"
"12316",2014,"Callithrix","Africa",10,"Z","C"
"12317",2014,"Callithrix","Africa",62,"T","C"
"12318",2014,"Callithrix","Africa",20,"T","C"
"12319",2014,"Callithrix","Africa",6,"Z","C"
"12320",2014,"Callithrix","Africa",180,"T","C"
"12327",2014,"Callithrix","Africa",80,"B","C"
"12328",2014,"Callithrix","Africa",100,"T","C"
"12329",2014,"Callithrix","Africa",1,"P","C"
"12330",2014,"Callithrix","Africa",10,"T","C"
"12331",2014,"Callithrix","Africa",20,"T","C"
"12332",2014,"Callithrix","Africa",10,"T","C"
"12333",2014,"Callithrix","Africa",14,"T","C"
"12334",2014,"Callithrix","Africa",16,"B","C"
"12335",2014,"Callithrix","Africa",10,"T","C"
"12336",2014,"Callithrix","Africa",16,"T","C"
"12337",2014,"Callithrix","Africa",10,"Z","C"
"12338",2014,"Callithrix","Africa",10,"T","C"
"12339",2014,"Callithrix","Africa",6,"T","C"
"12341",2014,"Callithrix","Africa",40,"T","C"
"12342",2014,"Callithrix","Africa",20,"T","C"
"12371",2014,"Cebus","America",NA,"B","C"
"12372",2014,"Cebus","America",NA,"B","W"
"12373",2014,"Cebus","America",90,"T","W"
"12374",2014,"Cebus","America",NA,"Z","W"
"12379",2014,"Cebus","Africa",14,"T","C"
"12381",2014,"Cebus","Africa",4,"T","C"
"12383",2014,"Cebus","Africa",3,"T","C"
"12385",2014,"Cebus","Africa",10,"Z","C"
"12387",2014,"Cebus","America",20,"T","W"
"12390",2014,"Cebus","America",2,"T","W"
"12391",2014,"Cebus","America",NA,"Z","W"
"12392",2014,"Cebus","America",38,"T","W"
"12399",2014,"Cebus","America",13,"T","W"
"12405",2014,"Cebus","America",1,"P","F"
"12406",2014,"Cebus","America",NA,"Q","I"
"12413",2014,"Cebus","Africa",8,"T","C"
"12414",2014,"Cebus","America",2,"T","W"
"12415",2014,"Cebus","America",NA,"Z","W"
"12417",2014,"Cebus","America",28,"T","W"
"12419",2014,"Cebus","America",13,"T","W"
"12431",2014,"Saguinus","Africa",2,"B","C"
"12432",2014,"Saguinus","Africa",2,"T","C"
"12443",2014,"Saguinus","Africa",18,"T","C"
"12444",2014,"Saguinus","Africa",4,"P","C"
"12446",2014,"Saguinus","Africa",10,"T","C"
"12448",2014,"Saguinus","America",20,"B","W"
"12449",2014,"Saguinus","America",20,"T","W"
"12450",2014,"Saguinus","Africa",6,"B","C"
"12451",2014,"Saguinus","Africa",12,"T","C"
"12452",2014,"Saguinus","Africa",12,"T","C"
"12453",2014,"Saguinus","Africa",4,"T","C"
"12454",2014,"Saguinus","America",20,"T","W"
"12455",2014,"Saguinus","America",NA,"B","W"
"12456",2014,"Saguinus","America",20,"B","W"
"12457",2014,"Saguinus","Africa",4,"T","C"
"12458",2014,"Saguinus","Africa",2,"Z","C"
"12459",2014,"Saguinus","America",2,"T","W"
"12460",2014,"Saguinus","America",NA,"Z","W"
"12461",2014,"Saguinus","America",40,"T","W"
"12463",2014,"Saguinus","America",3,"T","F"
"12469",2014,"Saimiri","Asia",2,"Z","C"
"12486",2014,"Saimiri","America",NA,"B","C"
"12487",2014,"Saimiri","America",NA,"B","W"
"12488",2014,"Saimiri","America",210,"T","W"
"12489",2014,"Saimiri","America",NA,"Z","W"
"12491",2014,"Saimiri","America",20,"T","W"
"12494",2014,"Saimiri","Africa",10,"Z","C"
"12495",2014,"Saimiri","America",40,"T","W"
"12496",2014,"Saimiri","America",90,"B","W"
"12497",2014,"Saimiri","America",2,"T","W"
"12498",2014,"Saimiri","America",NA,"Z","W"
"12500",2014,"Saimiri","America",25,"T","W"
"12509",2014,"Cercocebus","Africa",2,"Z","C"
"12523",2014,"Cercopithecus","Asia",5,"Q","W"
"12524",2014,"Cercopithecus","Asia",1,"P","C"
"12527",2014,"Cercopithecus","Asia",5,"Q","W"
"12528",2014,"Cercopithecus","Africa",25,"T","W"
"12529",2014,"Cercopithecus","Africa",10,"T","W"
"12530",2014,"Cercopithecus","Africa",7,"T","W"
"12531",2014,"Cercopithecus","Africa",20,"T","W"
"12532",2014,"Cercopithecus","Africa",10,"T","W"
"12533",2014,"Cercopithecus","Africa",20,"T","W"
"12537",2014,"Cercopithecus","Africa",NA,"Z","W"
"12540",2014,"Cercopithecus","Asia",10,"T","C"
"12542",2014,"Cercopithecus","Africa",NA,"Z","W"
"12545",2014,"Cercopithecus","Africa",12,"T","W"
"12548",2014,"Cercopithecus","Africa",1,"T","W"
"12549",2014,"Cercopithecus","Africa",10,"T","W"
"12550",2014,"Cercopithecus","Africa",10,"T","W"
"12551",2014,"Cercopithecus","Asia",5,"T","C"
"12552",2014,"Cercopithecus","Africa",40,"T","W"
"12553",2014,"Cercopithecus","Africa",4,"T","W"
"12554",2014,"Cercopithecus","Asia",NA,"T","C"
"12555",2014,"Cercopithecus","Asia",3,"T","C"
"12653",2014,"Chlorocebus","Africa",1,"","W"
"12654",2014,"Chlorocebus","Africa",24,"","W"
"12658",2014,"Chlorocebus","Africa",86,"","W"
"12708",2014,"Chlorocebus","Asia",4,"Q","W"
"12709",2014,"Chlorocebus","Asia",1,"T","W"
"12771",2014,"Chlorocebus","Africa",35,"T","W"
"12782",2014,"Chlorocebus","Africa",75,"Z","W"
"12825",2014,"Chlorocebus","Africa",12,"T","W"
"12830",2014,"Chlorocebus","America",20,"M","C"
"12835",2014,"Chlorocebus","America",NA,"M","W"
"12844",2014,"Chlorocebus","America",335,"T","W"
"12868",2014,"Colobus","Africa",NA,"B","W"
"12869",2014,"Colobus","Africa",22,"T","W"
"12870",2014,"Colobus","Africa",10,"T","W"
"12871",2014,"Colobus","Africa",NA,"Z","W"
"12892",2014,"Erythrocebus","Africa",25,"T","W"
"12894",2014,"Erythrocebus","Africa",NA,"Z","W"
"12896",2014,"Erythrocebus","Africa",NA,"P","W"
"12897",2014,"Erythrocebus","Africa",1,"P","W"
"12899",2014,"Erythrocebus","Africa",4,"T","W"
"12900",2014,"Erythrocebus","Africa",3,"Z","C"
"12901",2014,"Erythrocebus","Africa",NA,"T","C"
"12903",2014,"Erythrocebus","Africa",4,"","W"
"12904",2014,"Erythrocebus","Africa",10,"T","W"
"12905",2014,"Erythrocebus","Africa",6,"T","W"
"12907",2014,"Erythrocebus","Asia",NA,"T","C"
"12916",2014,"Lophocebus","Asia",4,"Q","W"
"12917",2014,"Lophocebus","Africa",NA,"Z","W"
"12919",2014,"Lophocebus","Asia",2,"Q","C"
"12920",2014,"Lophocebus","Asia",12,"T","C"
"12921",2014,"Lophocebus","Asia",1,"T","W"
"12922",2014,"Lophocebus","Asia",3,"T","W"
"12923",2014,"Lophocebus","Asia",NA,"B","W"
"12935",2014,"Macaca","Asia",NA,"T","C"
"12939",2014,"Macaca","Asia",3,"Q","C"
"12975",2014,"Macaca","Asia",360,"T","C"
"12989",2014,"Macaca","Asia",245,"T","C"
"13002",2014,"Macaca","Africa",88,"M","C"
"13003",2014,"Macaca","Africa",140,"M","F"
"13004",2014,"Macaca","Africa",20,"M","W"
"13159",2014,"Macaca","Asia",804,"T","C"
"13171",2014,"Macaca","Africa",220,"M","C"
"13172",2014,"Macaca","Africa",164,"M","F"
"13187",2014,"Macaca","Asia",NA,"M","C"
"13188",2014,"Macaca","Asia",100,"T","C"
"13207",2014,"Macaca","Africa",544,"M","C"
"13208",2014,"Macaca","Africa",335,"M","F"
"13209",2014,"Macaca","Asia",249,"T","C"
"13245",2014,"Macaca","Africa",773,"M","C"
"13246",2014,"Macaca","Africa",770,"M","F"
"13269",2014,"Macaca","Asia",636,"T","C"
"13285",2014,"Macaca","Africa",538,"M","C"
"13286",2014,"Macaca","Africa",275,"M","F"
"13302",2014,"Macaca","Asia",NA,"M","C"
"13303",2014,"Macaca","Asia",591,"T","C"
"13354",2014,"Macaca","Asia",2450,"T","C"
"13371",2014,"Macaca","Asia",35,"T","F"
"13373",2014,"Macaca","Asia",3143,"T","F"
"13386",2014,"Macaca","Asia",804,"M","C"
"13411",2014,"Macaca","Asia",97,"T","F"
"13412",2014,"Macaca","Asia",678,"T","C"
"13415",2014,"Macaca","Asia",NA,"M","C"
"13416",2014,"Macaca","Asia",100,"T","C"
"13440",2014,"Macaca","Asia",NA,"M","F"
"13441",2014,"Macaca","Asia",98,"T","F"
"13455",2014,"Macaca","Asia",63,"T","F"
"13456",2014,"Macaca","Asia",NA,"M","C"
"13457",2014,"Macaca","Asia",532,"T","C"
"13474",2014,"Macaca","Asia",4,"T","C"
"13481",2014,"Macaca","Asia",NA,"M","C"
"13482",2014,"Macaca","Asia",720,"T","C"
"13527",2014,"Macaca","Asia",221,"M","F"
"13544",2014,"Macaca","Asia",NA,"S","C"
"13545",2014,"Macaca","Asia",304,"T","C"
"13632",2014,"Macaca","Asia",NA,"M","C"
"13633",2014,"Macaca","Asia",1900,"S","C"
"13634",2014,"Macaca","Asia",18543,"T","C"
"13635",2014,"Macaca","Asia",NA,"T","I"
"13726",2014,"Macaca","Asia",80,"T","F"
"13747",2014,"Macaca","Asia",NA,"S","F"
"13748",2014,"Macaca","Asia",1840,"T","F"
"13764",2014,"Macaca","Africa",1785,"M","C"
"13765",2014,"Macaca","Africa",2142,"M","F"
"13766",2014,"Macaca","Africa",739,"M","W"
"13767",2014,"Macaca","Africa",NA,"T","F"
"13768",2014,"Macaca","Africa",NA,"T","W"
"13792",2014,"Macaca","Asia",NA,"M","C"
"13793",2014,"Macaca","Asia",NA,"M","I"
"13794",2014,"Macaca","Asia",600,"T","C"
"13814",2014,"Macaca","Asia",NA,"T","C"
"13815",2014,"Macaca","Asia",9,"Z","F"
"13816",2014,"Macaca","Asia",NA,"Q","C"
"13817",2014,"Macaca","Asia",1,"Z","C"
"13832",2014,"Macaca","Asia",120,"T","C"
"13839",2014,"Macaca","Asia",246,"T","C"
"13906",2014,"Macaca","Asia",NA,"T","C"
"13913",2014,"Macaca","Asia",NA,"M","C"
"13914",2014,"Macaca","Asia",53,"T","C"
"13923",2014,"Macaca","Asia",2,"Q","C"
"13929",2014,"Macaca","Asia",NA,"M","C"
"13930",2014,"Macaca","Asia",40,"T","C"
"13935",2014,"Macaca","Asia",4,"Q","C"
"13936",2014,"Macaca","Asia",5,"Q","C"
"13960",2014,"Macaca","Asia",280,"S","C"
"13961",2014,"Macaca","Asia",1997,"T","C"
"13983",2014,"Macaca","Asia",84,"M","C"
"13991",2014,"Macaca","Asia",NA,"Q","C"
"14007",2014,"Macaca","Asia",NA,"Q","C"
"14011",2014,"Macaca","Asia",2,"Q","C"
"14013",2014,"Macaca","Asia",4,"Q","C"
"14014",2014,"Macaca","Asia",2,"Q","C"
"14018",2014,"Macaca","Asia",3,"Q","C"
"14023",2014,"Macaca","Asia",NA,"Q","C"
"14026",2014,"Macaca","Asia",1,"Q","U"
"14027",2014,"Macaca","Asia",6,"B","C"
"14028",2014,"Macaca","Asia",NA,"Z","C"
"14031",2014,"Macaca","Asia",72,"T","F"
"14080",2014,"Papio","Africa",6,"T","W"
"14084",2014,"Papio","Asia",1,"Q","C"
"14222",2014,"Papio","Asia",NA,"Q","C"
"14225",2014,"Papio","Asia",2,"Q","C"
"14226",2014,"Papio","Asia",1,"P","F"
"14227",2014,"Papio","Asia",2,"Q","C"
"14245",2014,"Papio","Asia",3,"Q","U"
"14416",2014,"Papio","Africa",NA,"T","C"
"14565",2014,"Galago","Africa",13,"T","W"
"14567",2014,"Galago","Africa",6,"T","W"
"14574",2014,"Galago","Africa",2,"Z","C"
"14577",2014,"Galago","Africa",13,"T","W"
"14578",2014,"Galago","Africa",6,"T","W"
"14580",2014,"Galago","Africa",20,"T","W"
"14581",2014,"Perodicticus","Africa",14,"T","W"
"14582",2014,"Perodicticus","Africa",20,"T","W"
"14613",2014,"Tarsius","Asia",3,"T","C"
"14614",2014,"Tarsius","Asia",NA,"Z","C"
"14641",2015,"Callithrix","Africa",4,"T","C"
"14647",2015,"Leontopithecus","America",NA,"Z","C"
"14658",2015,"Saguinus","Asia",1,"Z","C"
"14666",2015,"Saguinus","Africa",40,"B","C"
"14733",2015,"Daubentonia","Asia",1,"S","C"
"14735",2015,"Daubentonia","Asia",NA,"Z","C"
"14736",2015,"Gorilla","Asia",NA,"Z","C"
"14752",2015,"Pan","Asia",2,"Z","C"
"14755",2015,"Pan","Asia",2,"Z","C"
"14756",2015,"Pan","America",NA,"Z","F"
"14757",2015,"Pan","Asia",NA,"Z","C"
"14765",2015,"Pan","Asia",4,"Z","C"
"14801",2015,"Pan","Asia",NA,"T","C"
"14802",2015,"Pan","Asia",3,"Z","C"
"14804",2015,"Pan","Asia",1,"T","C"
"14809",2015,"Pan","Asia",2,"Z","C"
"14818",2015,"Pan","Asia",2,"Z","C"
"14822",2015,"Pongo","Asia",2,"N","W"
"14825",2015,"Pongo","Asia",2,"Q","C"
"14827",2015,"Pongo","Asia",1,"Z","C"
"14832",2015,"Pongo","Africa",NA,"T","C"
"14846",2015,"Symphalangus","Asia",NA,"Z","C"
"14869",2015,"Lemur","Asia",NA,"Z","F"
"14907",2015,"Lemur","Asia",6,"Z","F"
"14912",2015,"Lemur","Asia",NA,"Z","C"
"14927",2015,"Varecia","Asia",1,"Z","C"
"14943",2015,"Nycticebus","Asia",1,"P","C"
"14946",2015,"Cacajao","America",NA,"Z","W"
"14953",2015,"Aotus","America",21,"Z","C"
"14959",2015,"Aotus","America",31,"Z","C"
"14990",2015,"Ateles","America",4,"S","C"
"14994",2015,"Ateles","America",3,"Z","F"
"15011",2015,"Callithrix","Africa",NA,"T","C"
"15024",2015,"Callithrix","Africa",4,"Z","C"
"15049",2015,"Callithrix","Asia",4,"T","C"
"15050",2015,"Callithrix","Africa",40,"Z","C"
"15063",2015,"Callithrix","Africa",12,"T","C"
"15065",2015,"Callithrix","Africa",10,"T","C"
"15068",2015,"Callithrix","Asia",44,"M","C"
"15070",2015,"Callithrix","Africa",20,"T","C"
"15071",2015,"Callithrix","Africa",10,"B","C"
"15072",2015,"Callithrix","Africa",62,"T","C"
"15073",2015,"Callithrix","Africa",30,"B","C"
"15074",2015,"Callithrix","Africa",34,"T","C"
"15077",2015,"Callithrix","Africa",120,"T","C"
"15080",2015,"Callithrix","Asia",36,"M","C"
"15084",2015,"Callithrix","Africa",100,"T","C"
"15088",2015,"Callithrix","Africa",4,"T","C"
"15089",2015,"Callithrix","Africa",4,"T","C"
"15091",2015,"Callithrix","Africa",10,"T","C"
"15092",2015,"Callithrix","Africa",4,"T","C"
"15093",2015,"Callithrix","Africa",10,"B","C"
"15094",2015,"Callithrix","Africa",10,"T","C"
"15095",2015,"Callithrix","Africa",10,"B","C"
"15096",2015,"Callithrix","Africa",20,"T","C"
"15097",2015,"Callithrix","Africa",30,"B","C"
"15098",2015,"Callithrix","Africa",4,"T","C"
"15099",2015,"Callithrix","Africa",30,"T","C"
"15101",2015,"Callithrix","Africa",100,"T","C"
"15128",2015,"Cebus","America",NA,"B","C"
"15129",2015,"Cebus","America",NA,"B","W"
"15130",2015,"Cebus","America",65,"T","W"
"15138",2015,"Cebus","America",10,"T","W"
"15142",2015,"Cebus","America",11,"T","W"
"15146",2015,"Cebus","Africa",1,"P","C"
"15147",2015,"Cebus","America",NA,"T","W"
"15167",2015,"Cebus","America",10,"T","W"
"15168",2015,"Cebus","America",NA,"T","W"
"15200",2015,"Saguinus","Africa",14,"T","C"
"15201",2015,"Saguinus","America",NA,"B","W"
"15202",2015,"Saguinus","America",39,"T","W"
"15204",2015,"Saguinus","Africa",6,"T","C"
"15205",2015,"Saguinus","Africa",4,"T","C"
"15207",2015,"Saguinus","Africa",30,"T","C"
"15208",2015,"Saguinus","Africa",4,"B","C"
"15209",2015,"Saguinus","Africa",4,"T","C"
"15210",2015,"Saguinus","Africa",6,"B","C"
"15211",2015,"Saguinus","America",20,"T","W"
"15213",2015,"Saguinus","Africa",8,"T","C"
"15214",2015,"Saguinus","America",13,"T","W"
"15231",2015,"Saimiri","Africa",10,"T","C"
"15234",2015,"Saimiri","America",NA,"B","C"
"15235",2015,"Saimiri","America",NA,"B","W"
"15236",2015,"Saimiri","America",296,"T","W"
"15237",2015,"Saimiri","America",NA,"Z","W"
"15240",2015,"Saimiri","Africa",2,"B","C"
"15241",2015,"Saimiri","Asia",2,"Z","F"
"15246",2015,"Saimiri","America",30,"T","W"
"15248",2015,"Saimiri","America",NA,"T","W"
"15253",2015,"Saimiri","America",94,"T","W"
"15255",2015,"Saimiri","Africa",8,"Z","C"
"15258",2015,"Saimiri","America",NA,"T","W"
"15272",2015,"Cercopithecus","Asia",10,"T","C"
"15279",2015,"Cercopithecus","Africa",2,"Z","W"
"15283",2015,"Cercopithecus","Asia",5,"T","W"
"15287",2015,"Cercopithecus","Asia",10,"T","C"
"15288",2015,"Cercopithecus","Africa",4,"Z","C"
"15290",2015,"Cercopithecus","Asia",10,"T","C"
"15298",2015,"Cercopithecus","Asia",10,"T","C"
"15303",2015,"Cercopithecus","Asia",8,"T","C"
"15304",2015,"Cercopithecus","Asia",NA,"Z","C"
"15310",2015,"Cercopithecus","Asia",9,"T","C"
"15311",2015,"Cercopithecus","Asia",3,"T","C"
"15327",2015,"Chlorocebus","Asia",10,"T","C"
"15394",2015,"Chlorocebus","Asia",30,"B","W"
"15396",2015,"Chlorocebus","Asia",4,"T","W"
"15432",2015,"Chlorocebus","America",NA,"T","W"
"15450",2015,"Chlorocebus","Africa",2,"T","W"
"15451",2015,"Chlorocebus","Africa",2,"Z","W"
"15452",2015,"Chlorocebus","Africa",60,"T","W"
"15505",2015,"Chlorocebus","Africa",70,"T","W"
"15524",2015,"Chlorocebus","Asia",60,"B","W"
"15535",2015,"Chlorocebus","Africa",44,"","W"
"15558",2015,"Chlorocebus","Africa",NA,"T","W"
"15571",2015,"Chlorocebus","America",26,"M","C"
"15577",2015,"Chlorocebus","Asia",67,"T","C"
"15590",2015,"Chlorocebus","America",246,"T","W"
"15601",2015,"Colobus","Africa",4,"B","W"
"15608",2015,"Colobus","Asia",3,"Z","F"
"15611",2015,"Colobus","Africa",8,"B","W"
"15631",2015,"Erythrocebus","Africa",8,"Z","C"
"15633",2015,"Erythrocebus","Asia",20,"T","C"
"15634",2015,"Erythrocebus","Africa",50,"","W"
"15641",2015,"Erythrocebus","Africa",4,"","W"
"15642",2015,"Erythrocebus","Asia",18,"T","C"
"15647",2015,"Erythrocebus","Africa",1,"H","W"
"15654",2015,"Lophocebus","Asia",5,"T","W"
"15656",2015,"Lophocebus","Asia",8,"T","C"
"15657",2015,"Lophocebus","Asia",NA,"Z","C"
"15658",2015,"Lophocebus","Asia",10,"T","C"
"15659",2015,"Lophocebus","Asia",16,"T","C"
"15669",2015,"Macaca","Asia",NA,"T","C"
"15670",2015,"Macaca","Asia",NA,"T","F"
"15744",2015,"Macaca","Asia",184,"T","C"
"15759",2015,"Macaca","Africa",50,"M","F"
"15858",2015,"Macaca","Africa",18,"M","F"
"15920",2015,"Macaca","Africa",200,"M","C"
"15921",2015,"Macaca","Africa",200,"M","F"
"15945",2015,"Macaca","Asia",NA,"M","C"
"15946",2015,"Macaca","Asia",200,"T","C"
"15959",2015,"Macaca","Africa",1286,"M","F"
"15961",2015,"Macaca","Asia",NA,"M","C"
"15962",2015,"Macaca","Asia",400,"T","C"
"15987",2015,"Macaca","Africa",945,"M","F"
"16009",2015,"Macaca","Asia",502,"T","C"
"16025",2015,"Macaca","Africa",178,"M","C"
"16026",2015,"Macaca","Africa",1375,"M","F"
"16052",2015,"Macaca","Asia",NA,"M","C"
"16053",2015,"Macaca","Asia",746,"T","C"
